SYMBOL,"SUM OPTSTK,CE1","SUM OPTSTK,PE1","SUM FUTSTK,XX1","SUM FUTSTK,XX2","SUM FUTSTK,XX3","SUM FUTSTK,XX4","SUM FUTSTK,XX5","SUM FUTSTK,XX6","SUM FUTSTK,XX7","SUM FUTSTK,XX8","SUM FUTSTK,XX9","SUM FUTSTK,XX10","SUM AVG,VAL_INLAKH1","SUM AVG,VAL_INLAKH2","SUM AVG,VAL_INLAKH3","SUM AVG,VAL_INLAKH4","SUM AVG,VAL_INLAKH5","SUM AVG,VAL_INLAKH6","SUM AVG,VAL_INLAKH7","SUM AVG,VAL_INLAKH8","SUM AVG,VAL_INLAKH9","SUM AVG,VAL_INLAKH10","SUM OPTIDX,CE1","SUM OPTIDX,PE1","SUM FUTIDX,XX1","SUM %OICOPTSTK,CE1","SUM %OICOPTSTK,PE1","SUM %OICFUTSTK,XX1","SUM %OICOPTIDX,CE1","SUM %OICOPTIDX,PE1","SUM %OICFUTIDX,XX1","SUM PCROPTSTK1"
HINDALCO,4929950,3636725,28249825,27919900,21333375,14535075,14506050,6673600,3676500,2013475,1754400,1196475,45804.44,-108832.62,56969.37,-3077.91,-44373.31,29930.69,10626.390000000001,-6094.25,-5691.469999999999,2638.9,0,0,0,17.2123,66.4073,0.1845,0.0000,0.0000,0.0000,0.7377
HINDCOPPER,4282800,1651200,17548300,16641000,12246400,9515900,9348200,6230700,3182000,1225500,1049200,765400,4982.82,-15011.64,7573.530000000001,-312.43,5587.35,-5109.5199999999995,3223.55,583.8,-729.49,332.03,0,0,0,3.0598,2.2146,0.2737,0.0000,0.0000,0.0000,0.3855
HINDPETRO,2311200,1579500,19021500,18794700,14337000,9471600,9385200,4989600,2648700,2084400,1593000,996300,-5676.0599999999995,-19910.95,17229.949999999997,-762.09,-13789.86,8716.18,-2516.3500000000004,1815.54,-2082.3,727.03,0,0,0,8.5005,3.1806,0.7544,0.0000,0.0000,0.0000,0.6834
HINDUNILVR,2098200,1590900,8079900,8242800,7291200,4985700,4963800,3399000,2220900,1918800,1903500,1885200,-40117.64,-82146.73,-115124.75,23265.69,73898.22,41130.79,-13182.68,4702.16,-2277.2599999999998,2575.14,0,0,0,50.2842,105.1796,0.2174,0.0000,0.0000,0.0000,0.7582
HONAUT,2910,450,30780,18885,15825,9435,9330,5175,1170,675,675,480,14917.259999999998,-4339.41,-4581.99,108.05,2791.42,2149.91,-672.38,220.94,254.38,46.3,0,0,0,51.5000,14.0000,1.3787,0.0000,0.0000,0.0000,0.1546
IBULHSGFIN,6368000,3596000,39696000,37348000,30596000,9212000,6872000,6932000,6956000,7000000,7008000,7044000,16598.32,-25093.53,46947.82,5939.04,57.230000000000004,-35.92,55.49,-10.07,-45.55,25.51,0,0,0,13.2794,9.8984,0.1522,0.0000,0.0000,0.0000,0.5647
ICICIBANK,20549375,10308375,76554025,75167125,65573750,51392000,50143500,36445750,27761250,14412750,4096125,3253250,172300.58999999997,-263819.07,285017.85000000003,-62721.780000000006,206677.87,-114356.7,140903.24,-106271.20999999999,19258.43,12281.86,0,0,0,23.5402,55.0461,0.5135,0.0000,0.0000,0.0000,0.5016
ICICIGI,290700,162775,4777425,4809300,4184550,2810950,2804575,1809650,753100,323425,219725,156825,-4003.21,-16296.43,-24630.66,873.27,19991.14,-18145.91,10451.81,-3049.2200000000003,-1338.46,1293.1599999999999,0,0,0,28.9511,8.6932,0.3032,0.0000,0.0000,0.0000,0.5599
ICICIPRULI,823500,1030500,7138500,7011000,5098500,3919500,3910500,3046500,805500,375000,274500,231000,-6574.150000000001,22035.170000000002,16621.28,-431.21000000000004,-16161.03,19555.75,-3571.09,1715.75,-946.41,1160.39,0,0,0,10.7601,3.4000,0.1336,0.0000,0.0000,0.0000,1.2514
IDEA,177310000,107450000,560070000,536340000,442330000,359380000,359240000,285950000,186900000,127050000,98910000,92750000,7132.29,-32049.5,20540.31,-857.8100000000001,15549.97,12664.53,-7545.71,-3046.19,-1148.1699999999998,2488.3900000000003,0,0,0,4.8486,0.9429,0.3601,0.0000,0.0000,0.0000,0.6060
IDFC,13820000,12060000,110630000,110540000,95110000,60310000,59010000,29780000,8850000,4570000,4520000,2970000,8207.42,-32433.06,39003.37,-3566.15,-38046.58,20719.2,-5277.77,-2624.7,2390.95,1810.15,0,0,0,5.3011,4.5863,0.1379,0.0000,0.0000,0.0000,0.8726
IDFCFIRSTB,79725000,38415000,170310000,169740000,137670000,107055000,103260000,70395000,20985000,16695000,12120000,10890000,27976.36,-67422.06,64892.34,-13229.82,-39482.659999999996,43229.81,-11343.37,-7035.34,5468.589999999999,3708.91,0,0,0,5.2276,11.5566,0.1946,0.0000,0.0000,0.0000,0.4818
IEX,13215000,11445000,49271250,48555000,35707500,26842500,26227500,17951250,14955000,12270000,4740000,4278750,-8762.759999999998,-38183.26,31015.85,-2397.55,23876.73,-10468.72,7597.820000000001,-13499.570000000002,2030.58,1326.09,0,0,0,6.4586,12.0743,0.0493,0.0000,0.0000,0.0000,0.8661
IGL,2521750,1641750,10495375,10898250,9869750,8123500,8111125,3946250,2435125,1780625,1182500,1034000,-18456.44,-36800.490000000005,45173.630000000005,-2328.38,37398.16,-12559.71,4676.14,-5811.790000000001,-3167.1400000000003,2801.92,0,0,0,8.0157,13.2982,0.0069,0.0000,0.0000,0.0000,0.6510
INDHOTEL,5184358,2863664,26955422,27112302,23870570,16743586,15979406,7456788,2891818,2642454,2425266,2167858,-15415.490000000002,-36357.2,43605.22,-5025.16,-38137.56,22890.61,-4465.24,-5745.61,-4309.24,6046.89,0,0,0,13.5312,8.1682,0.1013,0.0000,0.0000,0.0000,0.5524
INDIACEM,3549600,1435500,11933500,11420200,8485400,2737600,2328700,2427300,2485300,2494000,2540400,2618700,10271.210000000001,-21343.88,29668.36,2548.37,-242.16,122.60999999999999,-20.05,-108.66,-181.68,2867.4500000000003,0,0,0,8.3146,8.6699,0.2286,0.0000,0.0000,0.0000,0.4044
INDIAMART,64200,19200,246900,235650,174000,148500,146400,112500,88050,77850,67950,40200,-4340.910000000001,11376.300000000001,7341.419999999999,-459.81,-4790.98,5235.16,-1372.1299999999999,2495.51,2340.77,1205.0600000000002,0,0,0,15.9274,4.4190,0.3415,0.0000,0.0000,0.0000,0.2991
INDIGO,549600,369000,3966000,3942300,3108300,1653000,1620900,809100,308400,181800,166500,134700,-9814.57,31070.129999999997,36906.479999999996,-1599.8,-19903.76,13165.68,-4485.97,1752.67,-1782.08,831.89,0,0,0,6.1744,28.9601,0.1051,0.0000,0.0000,0.0000,0.6714
INDUSINDBK,7208550,5029650,27248400,27380700,23252400,14854500,14694300,10325700,5319900,3790800,1425600,955800,63622.3,-126399.25,153649.9,-9621,-93326.32,108786.44,-29991.36,-36596.5,11971.539999999999,6855.58,0,0,0,15.6427,48.0522,0.1908,0.0000,0.0000,0.0000,0.6977
INDUSTOWER,4300800,3071600,17234000,16226000,14655200,9394000,9388400,5101600,2545200,2027200,1755600,1425200,-9606.18,-11148.34,16050.36,-693.4200000000001,16446.47,-8888.73,3131.29,1158.99,-961.4499999999999,822.9300000000001,0,0,0,95.2327,11.1112,0.2579,0.0000,0.0000,0.0000,0.7142
INFY,5786400,3664300,29071200,29211300,29199600,22481400,22748700,15535200,8031600,4448400,3689100,3146700,-56107.4,186398.71000000002,-166391.09,18632.03,-143654.28,135248.09,67905.68999999999,-34175.56,-23339.58,44547.63,0,0,0,10.8050,5.2498,0.1490,0.0000,0.0000,0.0000,0.6333
INTELLECT,121500,155250,1726500,1721250,1229250,684750,681750,243000,174750,135000,114750,98250,-1700.75,6053.07,5487.780000000001,-183.96,3833.4300000000003,-980.6,334.21,301.65,-216.87,319.16999999999996,0,0,0,13.8055,65.1743,-0.0665,0.0000,0.0000,0.0000,1.2778
IOC,27222000,18086250,78380250,76508250,56608500,39516750,38210250,22327500,14332500,12236250,10744500,9145500,10570.46,-34497.98,27057.34,-1884.21,-19156.75,14427.66,-3636.78,-2399.3500000000004,2187.87,1701.3000000000002,0,0,0,24.5037,28.7987,0.1463,0.0000,0.0000,0.0000,0.6644
IPCALAB,40950,7150,1196000,1116700,1082250,843700,845650,300950,127400,105300,96200,100100,3131.41,-4908.49,9657.07,-181.53,10392.19,2889.85,496.52,-352.68,548.76,461.07,0,0,0,1.2133,7.0000,0.4258,0.0000,0.0000,0.0000,0.1746
IRCTC,4872875,2696750,13671875,13651750,13205500,11355750,11221000,8111250,4529000,3088750,2762375,2289875,11679.5,-31535.7,-32685.11,-4275.74,40373.56,-47216.56,28860.18,-6862.030000000001,5730.95,5330.43,0,0,0,9.0129,5.1468,0.0746,0.0000,0.0000,0.0000,0.5534
ITC,35680000,19604800,74892800,74505600,61632000,42499200,42684800,28121600,18176000,14316800,10969600,3638400,-33399.229999999996,-120525.73,114491.98999999999,-11958.21,127180.01,-63880.920000000006,35063.240000000005,23631.36,29148.74,5196.53,0,0,0,6.1883,13.9732,0.0541,0.0000,0.0000,0.0000,0.5495
JINDALSTEL,3408750,1816250,25863750,27243750,20976250,9491250,9288750,4997500,1765000,933750,612500,291250,37478.61,-69997.06999999999,80496.93,2249.13,25765.66,20211.59,7713.87,-2631.12,2968.21,978.2,0,0,0,13.0964,10.6715,0.3715,0.0000,0.0000,0.0000,0.5328
JKCEMENT,8500,5750,361000,359750,325750,217250,221750,117250,93750,91250,67250,63750,2130.0200000000004,-5763.38,8544.76,-257.55,6985.6,3998.76,-877.54,-1421.45,-532.39,1437.64,0,0,0,4.2000,0.0000,0.0021,0.0000,0.0000,0.0000,0.6765
JSWSTEEL,4085100,3955500,26168400,26393850,26144100,20877750,20368800,13412250,7616700,2373300,1476900,525150,-42838.43,100655.79000000001,80222.3,12773.3,-62011.13,47291.009999999995,38536.030000000006,-10803.06,-12765.13,1429.26,0,0,0,5.9150,11.6414,0.1943,0.0000,0.0000,0.0000,0.9683
JUBLFOOD,1583750,1137500,11101250,11032500,9671250,8562500,8556250,4826250,1752500,653750,505000,366250,-9138.37,-24470.01,30822.05,-1641.2,-32107.1,26290.780000000002,10615.07,-2075.41,-1831.13,1069.32,0,0,0,6.7142,7.8383,0.0222,0.0000,0.0000,0.0000,0.7182
KOTAKBANK,3478800,1890800,23312800,23350400,21054000,14470800,14390800,10614800,6844000,3558000,478800,409600,-85930.97,-157649.99000000002,215038.38,-27270.079999999998,161471.03,92185.94,71502.11,-64040.25,-4733.76,3560.46,0,0,0,23.1163,11.0259,0.1889,0.0000,0.0000,0.0000,0.5435
L&TFH,19391852,12092020,53463684,51848440,40907616,26923708,26263332,14439032,8763368,5996928,4042572,3721308,10480.98,-24424.95,23902.11,-1234.1399999999999,23664.74,12703.58,-4609.48,4073.33,1151.6599999999999,1497.3,0,0,0,22.0685,27.7116,0.1426,0.0000,0.0000,0.0000,0.6236
LALPATHLAB,145000,60750,1017000,944750,904500,716500,721750,559500,377250,248250,233000,218750,-10771.85,11647.54,16272.5,-532.52,16699.63,10615.04,-4131.84,-2130.8199999999997,1236.1399999999999,1377.05,0,0,0,1.7868,5.1977,0.0111,0.0000,0.0000,0.0000,0.4190
LAURUSLABS,3070800,1430100,7269000,6607800,5069700,2745000,2661300,1055700,584100,457200,296100,238500,13413.96,-16818.100000000002,26962.27,-2549.79,19244.68,-5912.240000000001,3409.2000000000003,1615.6799999999998,-854.4,809.03,0,0,0,46.5952,6.7586,0.3710,0.0000,0.0000,0.0000,0.4657
LICHSGFIN,3352000,1510000,13908000,14266000,11570000,7654000,7434000,3564000,1084000,754000,476000,448000,-26306.76,37040.68,32832.89,-1696.74,-23301.55,16334.42,-3550.56,2788.87,-790.27,1284.3600000000001,0,0,0,40.1959,13.1369,0.1754,0.0000,0.0000,0.0000,0.4505
LT,2067000,1200900,8976300,9050700,7996500,4783500,4836900,2594700,1004700,595500,411000,253500,49410.350000000006,-89893.44,103149.08,-5825.400000000001,72116.34999999999,-42955.880000000005,13454.6,8526.460000000001,-6858.259999999999,2985.0299999999997,0,0,0,64.4450,56.8122,0.4708,0.0000,0.0000,0.0000,0.5810
LTI,239700,99750,1158000,1089750,827850,623400,619500,312150,170250,152700,135150,122700,-18444.02,36324.06,22633.32,1008.2800000000001,-28613.82,13152.65,-3674.94,4663.41,-2880.4700000000003,2727.0699999999997,0,0,0,16.8352,15.1614,0.4026,0.0000,0.0000,0.0000,0.4161
LTTS,248800,146000,1146800,1105800,950000,809200,808400,606600,463800,177200,171400,136400,-9479.689999999999,-19665.21,21259.079999999998,-1174.56,-20295.09,-23307.21,20142.28,-3573.54,2475.0499999999997,2851.2,0,0,0,6.9935,2.7132,0.1149,0.0000,0.0000,0.0000,0.5868
LUPIN,1267350,727600,7020150,6913050,5495250,3768900,3738300,2023850,777750,521050,462400,401200,-10055.14,31441.84,26529.44,-1013.54,-18036.51,12726.46,-2858.42,1349.1899999999998,-1702.35,893.5,0,0,0,9.0796,8.3716,0.1018,0.0000,0.0000,0.0000,0.5741
M&M,1916600,1325800,10262700,10025400,7554400,5576900,5577600,3217900,1267000,807800,697900,525700,45412.729999999996,-89487.58,66680.34,-3683.86,-41867.55,32603.97,-8308.86,-7023.39,-6169.05,3748.26,0,0,0,14.8915,20.1268,0.3048,0.0000,0.0000,0.0000,0.6917
M&MFIN,6472000,3608000,18364000,17728000,16320000,14512000,14316000,6812000,4112000,2416000,1048000,836000,-14898.68,-22308.37,16392.95,-1560.37,31296.34,13489.26,-9035.28,8812.36,1679.8799999999999,1393.09,0,0,0,27.7778,58.3787,0.1503,0.0000,0.0000,0.0000,0.5575
MANAPPURAM,5544000,3936000,25908000,25548000,21354000,14976000,14940000,10086000,5928000,4788000,3888000,3084000,5333.34,-12494.140000000001,13094.01,-773.02,-11468.529999999999,8443.27,-2388,2375.13,1532.72,626.52,0,0,0,19.2585,35.8416,0.1830,0.0000,0.0000,0.0000,0.7100
MARICO,459600,505200,8583600,8450400,7653600,5916000,5904000,2377200,643200,474000,456000,447600,-8148.28,11320.039999999999,17446.230000000003,-354.01,-26398.28,12987.29,1758.1999999999998,-501.83000000000004,-493.41,1259.29,0,0,0,8.7180,35.1954,0.1029,0.0000,0.0000,0.0000,1.0992
MARUTI,2380600,1968700,3199100,2839600,2477600,1765100,1763100,1092900,581600,113600,97800,88600,396285.6,-160152.56,153155.30000000002,-7026.27,85327.64,-65052.53999999999,46698.76,-8831.62,4860.91,3049.0499999999997,0,0,0,190.9821,322.7028,1.5869,0.0000,0.0000,0.0000,0.8270
MCDOWELL-N,3991250,1698125,18911250,18970000,16731875,10505000,9712500,6786875,2065000,1061875,538125,523750,25873.64,-60665.100000000006,124851.45999999999,13853.470000000001,36895.36,-46253.2,12622.689999999999,-6558.14,-2452.74,2745.9700000000003,0,0,0,20.3660,55.1878,0.1892,0.0000,0.0000,0.0000,0.4255
MCX,577200,272400,2306000,2359200,2029200,809200,716800,404800,236800,104000,78400,64000,-9331.25,-24769.25,48471.759999999995,3051.2799999999997,6297.88,-4383.2,2882.82,760.9000000000001,-482.19,700.06,0,0,0,2.4190,3.8357,0.0617,0.0000,0.0000,0.0000,0.4719
METROPOLIS,139800,69300,643900,595800,533700,405300,402300,174600,121200,105000,96000,78300,4957.19,-6038.48,9819.07,-273.8,7310.84,2896.71,-577.94,531.78,-684.9200000000001,460.35,0,0,0,6.8187,1.4964,0.2125,0.0000,0.0000,0.0000,0.4957
MFSL,452400,131950,2393300,2528500,1874600,1198600,1181050,455650,178750,115700,96200,78650,8056.01,-10270.47,10572.44,-409.66,11100.560000000001,4409.900000000001,-1739.69,855.72,-1064.65,2401.96,0,0,0,69.6159,3.5874,0.0362,0.0000,0.0000,0.0000,0.2917
MGL,615200,394400,3149600,3316000,3066400,1874400,1849600,854400,521600,267200,183200,159200,-9214.83,-19529.14,23303.84,-562.5500000000001,12765.5,-5389.42,3353.4700000000003,-1493.3600000000001,-875.17,891.64,0,0,0,8.0781,17.6163,0.0933,0.0000,0.0000,0.0000,0.6411
MINDTREE,564400,308600,2719800,2654000,2239600,1385400,1363600,715400,166800,129400,100200,88400,-29405.75,51984.94,52374.32000000001,-1882.14,-34913.99,26232.260000000002,-2695.4199999999996,4712.96,-1947.46,5718.54,0,0,0,34.2363,18.8700,0.1143,0.0000,0.0000,0.0000,0.5468
MOTHERSON,22936500,11475000,99974250,98901000,81573750,50294250,49828500,34479000,25386750,22693500,7728750,6864750,-7104.389999999999,34335.75,31961.649999999998,-1053.78,-17387.65,12158.88,-4916.71,15886.96,-1840.48,2329.7400000000002,0,0,0,8.9455,7.3866,0.0303,0.0000,0.0000,0.0000,0.5003
MPHASIS,648200,357000,2403150,2328200,1802325,1418900,1414350,698950,328650,191975,125825,103075,-12377.08,23840.35,16029.56,-1088.19,33530.079999999994,13603.3,-4099.48,-3038.8199999999997,-1437.6200000000001,2249.5200000000004,0,0,0,6.6009,13.1919,0.1944,0.0000,0.0000,0.0000,0.5508
MRF,8500,3480,50420,48220,45190,40340,39960,26050,9640,6630,5970,5220,14142.130000000001,-12870.23,-17028.929999999997,-1667.74,27464.55,-21183.460000000003,4609.37,-1706.74,1955.71,775.76,0,0,0,50.8835,28.7481,0.3875,0.0000,0.0000,0.0000,0.4094
MUTHOOTFIN,778875,477750,6935600,6737250,6288750,5110875,5112000,3613125,1589250,1400625,1202625,963000,-8805.27,-20147.43,24947.13,-542.58,29471.38,46351.87,-5448.27,-4823.83,-3401.06,2130.15,0,0,0,25.9608,3.6128,0.3757,0.0000,0.0000,0.0000,0.6134
NATIONALUM,16579250,12091250,67224750,66601750,42937750,29975250,29473750,18504500,12924250,10319000,8143000,5580250,12103.130000000001,39581.36,17836.41,-721.59,-16411.85,7682.389999999999,3172.06,-2939.54,-3926.5800000000004,2234.0299999999997,0,0,0,10.6426,36.6096,0.1619,0.0000,0.0000,0.0000,0.7293
NAUKRI,266375,192375,1714500,1667125,1473500,946000,943250,512750,111000,84625,73000,61250,11953.72,-36125.39,32251.269999999997,-702.86,25364.829999999998,23214.92,-3391.3,-2491.9900000000002,-1290.21,1876.13,0,0,0,15.8621,22.2202,0.2688,0.0000,0.0000,0.0000,0.7222
NAVINFLUOR,67500,46350,482625,478125,402300,231300,219150,107775,71325,65025,40500,24525,-10372.66,16707.550000000003,14887.95,-1430.41,-16576.309999999998,13553.08,-3806.23,-3709.59,2592.08,1367.93,0,0,0,3.0062,3.4488,0.0999,0.0000,0.0000,0.0000,0.6867
NESTLEIND,60480,23760,271200,255360,222680,164040,158160,105080,36360,12040,6920,6000,-15810.5,-33525.28999999999,27679.21,6297.969999999999,-22269.45,-21007.23,10533.86,2586.78,810.56,280.06,0,0,0,4.5641,16.9817,0.8798,0.0000,0.0000,0.0000,0.3929
NMDC,15969450,7085250,18783650,14190600,3470600,7698300,7648050,6787100,5976400,5195850,4143950,3309800,-17501.42,33001.47,14716.92,-1620.04,14639.92,-6564.92,-2814.9,-2563.03,2791.9700000000003,4869.24,0,0,0,15.9901,58.2338,0.7446,0.0000,0.0000,0.0000,0.4437
NTPC,23751900,11343000,51243000,50701500,45069900,29719800,29622900,15036600,5933700,4617000,4229400,2416800,39580.96000000001,53983.5,59973.22,-1933.2800000000002,-45868.59,30572.37,5257.84,-3678.5099999999998,6430.41,1088.43,0,0,0,38.5968,37.8222,1.0292,0.0000,0.0000,0.0000,0.4776
OBEROIRLTY,314300,135100,6101200,6211800,5470500,4543000,4517800,1297100,770000,254100,151200,84000,-10073.52,17529.87,-14770.990000000002,-681.7299999999999,35562.89,-6912.4,-6342.5,-2469.11,2584.3700000000003,620.27,0,0,0,137.2064,10.7766,-0.1509,0.0000,0.0000,0.0000,0.4298
OFSS,45200,41000,557200,551200,351800,209400,204800,130800,76000,63000,38400,26000,-2140.5699999999997,10864.34,7224.61,-369.91999999999996,-3701.82,3078.86,-868.3299999999999,1463.14,-627.74,412.68,0,0,0,2.9104,48.2164,0.0636,0.0000,0.0000,0.0000,0.9071
ONGC,14618450,7711550,40783050,40009200,32844350,22534050,22761200,11607750,4681600,3799950,3672900,2887500,22734.670000000002,-26660.47,27456.36,-1761.51,-27050,17520.19,2803.75,-1595.45,-3220.9,2241.33,0,0,0,45.8340,45.7245,0.1684,0.0000,0.0000,0.0000,0.5275
PAGEIND,5370,2190,99705,89010,71520,57960,57900,24720,3570,2745,2100,2100,-21048.95,24090.97,16010.71,-741.6800000000001,-25552.09,15741.78,-1776.59,-834.75,534.1800000000001,92.12,0,0,0,16.0542,25.2381,0.2425,0.0000,0.0000,0.0000,0.4078
PEL,888525,396825,5185950,5049825,3594800,1814725,1752850,885775,564850,471075,355850,282975,-5031.8099999999995,23576.5,21127.55,-1013.37,-11514.949999999999,4394.919999999999,-2078.73,-2478.05,1873.79,1138.69,0,0,0,5.0313,19.1527,0.3327,0.0000,0.0000,0.0000,0.4466
PERSISTENT,132750,43500,563150,542850,415500,288450,285300,192900,35850,34050,31950,25200,11929.12,-19672.88,20426.87,-2086.91,-14162.06,9646.060000000001,-792.4399999999999,1281.99,-1249.27,876.23,0,0,0,13.9464,16.7437,0.6313,0.0000,0.0000,0.0000,0.3277
PETRONET,2799000,1755000,13479000,13590000,11043000,7938000,7866000,5655000,1938000,1470000,975000,864000,13262.67,-12488.769999999999,11510.35,-208.26999999999998,9465.93,-11784.24,1602.19,-1625.9199999999998,-502.27,729.5699999999999,0,0,0,59.2488,10.1860,0.1265,0.0000,0.0000,0.0000,0.6270
PFC,13199800,7458600,52619400,54343000,47237800,35693400,31830800,19709800,10031600,7061800,5493200,4271800,-18249.81,39653.78,24522.370000000003,-4442.62,-16768.55,13979.939999999999,-4640.9,3810.36,2043.16,828.6600000000001,0,0,0,47.5125,73.1023,-0.0177,0.0000,0.0000,0.0000,0.5651
PIDILITIND,260750,200000,2987750,2971500,2693250,2230500,2224750,1553500,831750,441000,357500,208500,-11549.14,34218.659999999996,28421.210000000003,-1390.4699999999998,35397.89,-30599.43,15261.75,-5070.52,8500.570000000002,1409.81,0,0,0,13.4903,3.4383,-0.0023,0.0000,0.0000,0.0000,0.7670
PIIND,66000,22000,1618250,1609000,1385750,1042500,1042500,533500,217750,24500,24000,17250,-5759.32,19688.32,17500.98,-337.41,18442.82,-11588.07,7062.41,-332.83,770.81,320.33,0,0,0,13.9872,4.8640,0.3384,0.0000,0.0000,0.0000,0.3333
PNB,98608000,55360000,243792000,237376000,236592000,163504000,160080000,129280000,65744000,43008000,25552000,21904000,63466.38,-25382.41,77815.04,3493.64,-47053.92,47492.45,-16879.64,14182.240000000002,5355.49,2345.6299999999997,0,0,0,18.6949,18.7671,0.5457,0.0000,0.0000,0.0000,0.5614
POLYCAB,309300,125700,702000,724500,699000,640800,638100,485700,283200,213000,168300,155100,7625.84,-12867.48,17783.05,1064.87,19118.02,-13214.14,-5670.71,7462.13,1035.75,1193.53,0,0,0,5.6007,2.4158,0.0573,0.0000,0.0000,0.0000,0.4064
POWERGRID,4711500,4838400,28692900,28096200,24432300,19569600,19386000,8521200,4708800,4287600,4222800,4033800,20299.85,29244.52,30350.34,-2958.32,-54643.619999999995,17582.399999999998,5057.910000000001,-2589.5600000000004,-1423.68,1870.82,0,0,0,58.3621,9.5101,0.3766,0.0000,0.0000,0.0000,1.0269
PVR,532763,367928,2744808,2733819,2406998,1896620,1894178,1110703,310948,225071,189255,117623,11150.970000000001,-20386.469999999998,26739.07,-1090.19,-19614.36,-20707.039999999997,5940.570000000001,-2849.6400000000003,3808.45,899.52,0,0,0,9.5194,11.2982,0.1478,0.0000,0.0000,0.0000,0.6906
RAIN,1799000,819000,10293500,10153500,7619500,5040000,4917500,2205000,1708000,1526000,1389500,1211000,4656.889999999999,-9969.72,9496.93,-537.9799999999999,9621.640000000001,1837.97,-782.56,-524.99,785.7199999999999,353.20000000000005,0,0,0,11.9051,16.7838,0.2204,0.0000,0.0000,0.0000,0.4553
RAMCOCEM,100300,49300,3061700,2986050,2517700,1964350,1949900,1602250,1457750,1225700,1184900,1089700,3214.73,10604.78,-11611.550000000001,-350.14,11599.949999999999,6036.740000000001,3871.94,-976.9300000000001,-2055.9,1753.1200000000001,0,0,0,2.7181,1.9650,-0.1605,0.0000,0.0000,0.0000,0.4915
RBLBANK,20155000,17245000,49680000,45555000,39920000,23170000,21975000,11485000,7130000,5880000,2675000,2125000,-89668.01,95171.26000000001,-54047.030000000006,8478.83,37976.37,11661.97,-4208.610000000001,-7974.839999999999,2398.5899999999997,1548.8899999999999,0,0,0,7.9495,34.6124,0.6692,0.0000,0.0000,0.0000,0.8556
RECLTD,17120000,8872000,43000000,45344000,34952000,26112000,25816000,16672000,8248000,5160000,3816000,3448000,26035.48,38266.09,17129.38,-989.8100000000001,-13734.16,13286.49,-4967.13,2744.8100000000004,742.04,517.64,0,0,0,93.7098,25.6798,-0.0421,0.0000,0.0000,0.0000,0.5182
RELIANCE,12864250,7398750,32571500,33278250,25651750,18312000,18128500,12697750,7378000,4646250,3185500,2095000,327737.18999999994,-370662.91,284241.54000000004,39392.600000000006,220057.18000000002,-174782.94,136111.29,-67361.01,54209.58,32494.04,0,0,0,40.5552,126.7986,0.2909,0.0000,0.0000,0.0000,0.5751
SAIL,32022000,18828000,96502000,92754000,68736000,45720000,44700000,26610000,20328000,14556000,12744000,9486000,34296.92,55149.67,35775.88,-1953.0300000000002,25117.100000000002,11689.22,6562.68,-3064.5,4946.13,1714.31,0,0,0,62.2157,50.1838,0.3524,0.0000,0.0000,0.0000,0.5880
SBICARD,4810400,2550400,6824000,6088000,5167200,3209600,3002400,1828800,749600,339200,302400,268000,92460.34999999999,-47401.5,-34230.060000000005,-4113.2,17125.469999999998,11890.63,-4936.03,2080.05,2013.3,2310.44,0,0,0,139.2008,292.3979,1.5498,0.0000,0.0000,0.0000,0.5302
SBILIFE,617250,318000,5277000,5284500,4836000,3600750,3609750,1960500,532500,399750,388500,195750,-8188.22,-23412.18,39861.04,3449.2599999999998,34686.479999999996,-24010.06,-4145.11,2032.92,-4498.5,1565.03,0,0,0,6.4501,12.6605,0.4287,0.0000,0.0000,0.0000,0.5152
SBIN,26176500,18738000,59403000,57652500,49218000,32269500,29949000,18216000,11019000,8580000,5070000,3580500,119767.57,-180046.61,244128.09999999998,-33793.8,-138564.63999999998,74054.79,-28532.24,-36838.46,21676.66,8122.66,0,0,0,20.9749,28.2932,0.3153,0.0000,0.0000,0.0000,0.7158
SHREECEM,17425,6950,282950,294250,297475,289550,288950,163875,69075,50050,37725,14100,-11351.13,-27121.22,34327.48,-793.3,44699.99,35246.07,9171.66,-6268.97,10476.189999999999,1322.03,0,0,0,25.3238,1.7035,0.4123,0.0000,0.0000,0.0000,0.3989
SIEMENS,142175,73975,1435500,1381600,1200650,731500,722425,383350,93225,55000,43175,43175,18689.75,18032.16,22009.41,-606.3100000000001,15223.789999999999,12924.279999999999,-3178.15,1512.1200000000001,272.95,365.34,0,0,0,21.2147,49.4643,0.2154,0.0000,0.0000,0.0000,0.5203
SRF,560250,325125,3686250,3626625,3058125,2045625,1818750,899625,270750,148875,126375,94500,12302.16,-32299.870000000003,43386.16,-7803.370000000001,37240.53,-20625.9,5703.8,-2201.58,2448.7999999999997,1074.22,0,0,0,14.5447,8.0487,0.2054,0.0000,0.0000,0.0000,0.5803
SRTRANSFIN,598200,382800,3666000,3609600,3426000,2910600,2914800,1125600,480600,327000,268800,241200,-13044.460000000001,-27780.510000000002,32569.18,-1642.34,41253.950000000004,16048.79,3550.58,-2357.58,964.2,2383.8799999999997,0,0,0,36.7655,5.8895,0.2448,0.0000,0.0000,0.0000,0.6399
